no;testno;brand;model;power_l;matt;dim;color_l;lm_l;eq_l;ra_l;u;pf_l;angle_l;life;war;prod;w;d;h;t;barcode;plant;importer;base;shape;type;type2;url;shop;rub;usd;p;pf;lm;color;cri;r9;Rf;Rg;Duv;flicker230;flicker220;flicker207;flicker;angle;switch;umin;drv;tmax;date;instruments;add2;add3;add4;add5;cqs;eq;rating;lamp_image;lamp_desc
2103;2103;Ambrella;207783 FLAT LED MR16-DD 8W GU5.3 3000K;8;1;0;3000;640;75;;175-250;;;30000;12;1117;23;49;46;;4627094359393;;;GU5.3;Spot;LED;;http://ambrella.biz;;96;;5.64;51;486;2949;74;-24;;;;0.1;;;0.1;104;1;145;3;74;16.05.2018;2232111000;;;;;;55;3.0;02103-ambrella-207783-flat-led-mr16-dd-8w-gu53-3000k;Spot 640Lm 8W 3000K M GU5.3
2104;2104;Ambrella;207853 MR16-PR 7W 3000K GU5.3;7;0;0;3000;560;60;;175-250;;;30000;36;0617;27;50;49;;4627094357955;;;GU5.3;Spot;LED;;http://ambrella.biz;;139;;5.41;55;442;2951;82.2;3;;;;0.2;;;0.2;43;2;104;1;65;16.05.2018;2232111000;;;;;;50;4.0;02104-ambrella-207853-mr16-pr-7w-3000k-gu53;Spot 560Lm 7W 3000K GU5.3
2105;2105;Ambrella;204309 G9-PR 4W 3000K;4;1;0;3000;320;40;;220-240;;;30000;36;0517;4;16;48;;4627094358754;;;G9;Cap;LED;;http://ambrella.biz;;139;;2.22;97;178;2968;80.7;2;;;;100;;;100;291;2;211;4;72;16.05.2018;2232111000;;;;;;15;0.3;02105-ambrella-204309-g9-pr-4w-3000k;Cap 320Lm 4W 3000K M G9
2106;2106;InHome;016.2539 LED-A60-deco 9 Вт Е27 3000К;9;0;0;3000;810;90;;210-240;;;30000;24;725047;33;60;105;;4690612008066;;;E27;Bulb;LED;FIL;http://in-home.ru/;;229;;7.13;55;879;3235;82.4;6;;;;0.1;;;0.1;291;1;142;1;51;16.05.2018;2232111000;;;;;;80;4.5;02106-inhome-0162539-led-a60-deco-9-vt-e27-3000k;Bulb 810Lm 9W 3000K F E27
2107;2107;InHome;016.2531 LED-ШАР 5Вт Е27 3000К;5;0;0;3000;450;50;;210-240;;;30000;24;725047;15;45;73;;4690612007700;;;E27;G45;LED;FIL;http://in-home.ru/;;109;;3.94;48;395;3103;80.1;-4;;;;0.1;;;0.1;269;1;195;4;43;16.05.2018;2232111000;;;;;;45;4.3;02107-inhome-0162531-led-shar-5vt-e27-3000k;G45 450Lm 5W 3000K F E27
2108;2108;InHome;016.2532 LED-ШАР-deco 5Вт Е27 4000К;5;0;0;4000;450;50;;210-240;;;30000;24;725086;16;45;72;;4690612007717;;;E27;G45;LED;FIL;http://in-home.ru/;;109;;3.85;47;439;4008;82.6;7;;;;0.1;;;0.1;263;1;209;4;43;16.05.2018;2232111000;;;;;;50;4.5;02108-inhome-0162532-led-shar-deco-5vt-e27-4000k;G45 450Lm 5W 4000K F E27
2109;2109;InHome;016.2529 LED-ШАР 5Вт Е14 3000К;5;0;0;3000;450;50;;210-240;;;30000;24;725037;13;45;78;;4690612007687;;;E14;G45;LED;FIL;http://in-home.ru/;;109;;3.88;48;403;3055;80.4;-3;;;;0.1;;;0.1;292;1;201;4;42;16.05.2018;2232111000;;;;;;45;4.3;02109-inhome-0162529-led-shar-5vt-e14-3000k;G45 450Lm 5W 3000K F E14
2110;2110;InHome;016.2515 LED-СВЕЧА-deco 7Вт Е14 3000К ЗОЛОТИСТАЯ;7;0;0;3000;630;70;;210-240;;;30000;24;725087;13;35;100;;4690612007540;;;E14;Candle;LED;FIL;http://in-home.ru/;;179;;4.09;53;376;2631;79.3;-4;;;;0;;;0;282;1;201;4;47;16.05.2018;2232111000;;;;;;45;3.2;02110-inhome-0162515-led-svecha-deco-7vt-e14-3000k-zolotistaia;Candle 630Lm 7W 3000K F E14
2111;2111;InHome;016.2518 LED-СВЕЧА-deco 5Вт Е14 4000К;5;0;0;4000;450;50;;210-240;;;30000;24;725037;13;35;99;;4690612007571;;;E14;Candle;LED;FIL;http://in-home.ru/;;109;;3.89;48;441;3930;81.1;-2;;;;0.2;;;0.2;280;1;202;4;43;16.05.2018;2232111000;;;;;;50;4.5;02111-inhome-0162518-led-svecha-deco-5vt-e14-4000k;Candle 450Lm 5W 4000K F E14
2112;2112;InHome;016.2517 LED-СВЕЧА-deco 5Вт Е14 3000К;5;0;0;3000;450;50;;210-240;;;30000;24;725086;13;35;99;;4690612007564;;;E14;Candle;LED;FIL;http://in-home.ru/;;109;;3.78;48;427;2934;83.1;8;;;;0.1;;;0.1;277;1;209;4;43;16.05.2018;2232111000;;;;;;50;4.4;02112-inhome-0162517-led-svecha-deco-5vt-e14-3000k;Candle 450Lm 5W 3000K F E14
2113;2113;InHome;016.2507 LED-СВЕЧА-deco 5Вт Е14 3000К МАТОВАЯ;5;1;0;3000;450;50;;230-240;;;30000;24;705046;14;35;98;;4690612006826;;;E14;Candle;LED;FIL;http://in-home.ru/;;159;;3.9;45;467;2958;72.2;-29;;;;0.1;;;0.1;304;1;201;4;42;16.05.2018;2232111000;;;;;;50;3.5;02113-inhome-0162507-led-svecha-deco-5vt-e14-3000k-matovaia;Candle 450Lm 5W 3000K M F E14
2114;2114;Красная цена;А60 12 Вт Е27 3000К;12;1;0;3000;950;;;230-240;;;25000;12;0516;59;60;118;;4606400617372;;;E27;Bulb;LED;;;;159;;10.12;55;951;2983;72.4;-28;;;;0.1;;;0.1;180;1;178;2;75;16.05.2018;2232111000;;;;;;85;3.5;02114-krasnaia-tcena-a60-12-vt-e27-3000k;Bulb 950Lm 12W 3000K M E27
2115;2115;Красная цена;Р45 5.5 Вт Е27 3000К;5.5;1;0;3000;430;;;230-240;;;25000;12;1215;29;45;88;;4606400615927;;;E27;G45;LED;;;;109;;3.92;50;420;3198;72.9;-31;;;;33.5;;;33.5;106;2;216;4;59;16.05.2018;2232111000;;;;;;50;3.0;02115-krasnaia-tcena-r45-55-vt-e27-3000k;G45 430Lm 5.5W 3000K M E27
2116;2116;Красная цена;Р45 5.5 Вт Е27 4000К;5.5;1;0;4000;490;;;230-240;;;25000;12;0416;26;46;82;;4606400615934;;;E27;G45;LED;;;;109;;5.03;50;468;4330;72.7;-37;;;;0;;;0;212;2;107;1;68;16.05.2018;2232111000;;;;;;50;3.5;02116-krasnaia-tcena-r45-55-vt-e27-4000k;G45 490Lm 5.5W 4000K M E27
2117;2117;Красная цена;Р45 7 Вт Е14 3000К;7;1;0;3000;570;;;230-240;;;25000;12;0416;22;45;82;;4606400618294;;;E14;G45;LED;;;;109;;5.48;51;465;3071;71.7;-33;;;;0.1;;;0.1;210;2;117;1;74;16.05.2018;2232111000;;;;;;50;3.2;02117-krasnaia-tcena-r45-7-vt-e14-3000k;G45 570Lm 7W 3000K M E14
2118;2118;Красная цена;P45 7 Вт Е14 4000К;7;1;0;4000;590;;;230-240;;;25000;12;0416;22;45;82;;4606400618317;;;E14;G45;LED;;;;109;;5.36;51;490;4340;72.5;-38;;;;0.1;;;0.1;211;2;116;1;73;16.05.2018;2232111000;;;;;;55;3.2;02118-krasnaia-tcena-p45-7-vt-e14-4000k;G45 590Lm 7W 4000K M E14
2119;2119;Красная цена;Р45 5.5 Вт Е14 3000К;5.5;1;0;3000;430;;;230-240;;;25000;12;1015;27;45;88;;4606400615903;;;E14;G45;LED;;;;109;;3.85;49;420;3195;72.8;-30;;;;33.5;;;33.5;110;2;216;4;55;16.05.2018;2232111000;;;;;;50;3.0;02119-krasnaia-tcena-r45-55-vt-e14-3000k;G45 430Lm 5.5W 3000K M E14
2120;2120;Красная цена;В35 7 Вт Е14 3000К;7;1;0;3000;570;;;230-240;;;25000;12;0416;24;37;99;;4606400618256;;;E14;Candle;LED;;;;109;;5.45;51;431;3009;81.2;0;;;;0;;;0;215;2;117;1;71;16.05.2018;2232111000;;;;;;50;4.0;02120-krasnaia-tcena-v35-7-vt-e14-3000k;Candle 570Lm 7W 3000K M E14
2121;2121;Красная цена;В35 5.5Вт Е14 3000К;5.5;1;0;3000;430;;;230-240;;;25000;12;1015;29;37;102;;4606400615866;;;E14;Candle;LED;;;;109;;3.86;49;428;3166;72.8;-29;;;;31.4;;;31.4;;2;217;1;53;16.05.2018;2232111000;;;;;;50;3.0;02121-krasnaia-tcena-v35-55vt-e14-3000k;Candle 430Lm 5.5W 3000K M E14
2122;2122;Navigator;NLL-T39-10-230-2.7K-E14;10;1;0;2700;750;75;80;176-264;;;40000;24;1017;41;39;112;;4650074614687;;;E14;Candle;LED;;http://www.navigator-light.ru/;;149;;8.64;55;793;2730;81.8;5;;;;0.1;;;0.1;217;1;140;1;77;16.05.2018;2232111000;;;;;;75;4.5;02122-navigator-nll-t39-10-230-27k-e14;Candle 750Lm 10W 2700K M E14
2123;2123;Navigator;NLL-C37-8.5-230-2.7K-E14-FR;8.5;1;0;2700;640;75;80;176-264;;;40000;24;0517;34;38;117;;4650074613246;;;E14;Candle;LED;;http://www.navigator-light.ru/;;149;;7.35;59;638;2720;80.7;-2;;;;0.5;;;0.5;244;1;121;1;73;16.05.2018;2232111000;;;;;;65;4.5;02123-navigator-nll-c37-85-230-27k-e14-fr;Candle 640Lm 8.5W 2700K M E14
2124;2124;Navigator;NLL-F-C35-6-230-2.7K-E14;6;0;0;2700;650;60;80;220-240;;;30000;24;1217;14;35;97;;4650074613543;;;E14;Candle;LED;FIL;http://www.navigator-light.ru/;;169;;5.59;52;633;2771;80.4;-2;;;;0;;;0;277;1;212;4;60;16.05.2018;2232111000;;;;;;65;4.5;02124-navigator-nll-f-c35-6-230-27k-e14;Candle 650Lm 6W 2700K F E14
2125;2125;Navigator;NLL-G-G9-5-230-3K;5;0;0;3000;500;;80;220-240;;;30000;24;1217;7;13;62;;4650074614915;;;G9;Cap;LED;;http://www.navigator-light.ru/;;249;;3.63;89;390;2960;80.6;1;;;;100;;;100;287;2;216;4;72;16.05.2018;2232111000;;;;;;35;0.5;02125-navigator-nll-g-g9-5-230-3k;Cap 500Lm 5W 3000K G9
2126;2126;Navigator;NLL-P-G9-5-230-3K;5;0;0;3000;400;;75;220-240;;;30000;24;0916;12;16;49;;4670004712665;;;G9;Cap;LED;;http://www.navigator-light.ru/;;199;;3.35;46;277;3071;66.2;-40;;;;100;;;100;287;2;199;4;76;16.05.2018;2232111000;;;;;;25;0.4;02126-navigator-nll-p-g9-5-230-3k;Cap 400Lm 5W 3000K G9
2127;2127;Uniel;LED-C35-5W/WW/E14/CL/DIM GLA01TR;5;0;1;3000;450;40;80;200-250;;;30000;36;0917;14;35;97;;4690485097334;;;E14;Candle;LED;FIL;http://uniel.ru;;179;;3.6;87;401;2930;81.3;3;;;;47.8;;;47.8;283;1;221;4;42;16.05.2018;2232111000;;;;;;45;1.8;02127-uniel-led-c35-5w-ww-e14-cl-dim-gla01tr;Candle 450Lm 5W 3000K D F E14
2128;2128;IKEA;Ledare 103.632.98 LED1712G11;11;1;1;2700;1000;;90;220-240;;;25000;24;1752;114;95;128;;10363298216339;;Икеа;E27;Globe;LED;;https://www.ikea.com/ru/ru/catalog/products/10363298/;;599;;11.44;97;1019;2691;90.5;49;;;;6.6;;;6.6;223;1;172;1;59;16.05.2018;2232111000;При диммировании цветовая температура падает, как у лампы накаливания;;;;;90;4.9;02128-ikea-ledare-10363298-led1712g11;Globe 1000Lm 11W 2700K M D E27
2129;2129;IKEA;Ledare 903.887.80 LED1710G7;7;0;1;2700;600;;90;220-240;;;25000;24;1805;71;95;128;;90388780216339;;Икеа;E27;Globe;LED;;https://www.ikea.com/ru/ru/catalog/products/90388780/;;399;;6.99;90;609;2647;93.4;60;;;;0.1;;;0.1;255;1;156;1;69;16.05.2018;2232111000;При диммировании цветовая температура падает, как у лампы накаливания;;;;;65;5.0;02129-ikea-ledare-90388780-led1710g7;Globe 600Lm 7W 2700K D E27
2130;2130;IKEA;Ledare 703.887.57 LED1709G7;7;1;1;2700;600;;90;220-240;;;25000;24;1804;49;60;108;;70388757216339;;Икеа;E27;Bulb;LED;;https://www.ikea.com/ru/ru/catalog/products/70388757/;;399;;6.68;85;586;2621;92.2;56;;;;0.4;;;0.4;322;1;120;1;58;16.05.2018;2232111000;При диммировании цветовая температура падает, как у лампы накаливания;;;;;60;5.0;02130-ikea-ledare-70388757-led1709g7;Bulb 600Lm 7W 2700K M D E27
2131;2131;IKEA;Lunnom 903.821.89 LED1640G1;1;0;0;2200;100;;80;220-240;;;15000;24;1736;29;60;108;;90382189199729;;Икеа;E27;Bulb;LED;;https://www.ikea.com/ru/ru/catalog/products/90382189/;;199;;1.05;45;103;2237;86.5;29;;;;0.1;;;0.1;295;2;197;4;26;16.05.2018;2232111000;;;;;;15;4.5;02131-ikea-lunnom-90382189-led1640g1;Bulb 100Lm 1W 2200K E27
2132;2132;IKEA;Ledare 503.888.38 LED1705G7;7;1;1;2700;600;;90;220-240;;;25000;24;1805;52;60;108;;50388838216339;;Икеа;E14;Bulb;LED;;https://www.ikea.com/ru/ru/catalog/products/50388838/;;399;;6.21;93;585;2696;92.7;61;;;;0.1;;;0.1;321;1;170;1;67;16.05.2018;2232111000;При диммировании цветовая температура падает, как у лампы накаливания;;;;;60;5.0;02132-ikea-ledare-50388838-led1705g7;Bulb 600Lm 7W 2700K M D E14
2133;2133;IKEA;Ledare 703.888.18 LED1721C6;5.3;0;1;2700;400;;90;220-240;;;25000;24;1805;35;37;102;;70388818216339;;Икеа;E14;Candle;LED;;https://www.ikea.com/ru/ru/catalog/products/70388818/;;399;;4.95;82;427;2688;93.8;61;;;;0.1;;;0.1;266;1;147;1;61;16.05.2018;2232111000;При диммировании цветовая температура падает, как у лампы накаливания;;;;;50;5.0;02133-ikea-ledare-70388818-led1721c6;Candle 400Lm 5.3W 2700K D E14
2134;2134;IKEA;Ryet 803.888.08 LED1718G5;4.4;1;0;2700;400;;80;220-240;;;25000;24;1741;27;45;79;;80388808199729;;Икеа;E14;G45;LED;;https://www.ikea.com/ru/ru/catalog/products/80388808/;;179;;4.26;53;385;2746;81.6;4;;;;0.3;;;0.3;217;3;127;2;67;16.05.2018;2232111000;;;;;;45;4.5;02134-ikea-ryet-80388808-led1718g5;G45 400Lm 4.4W 2700K M E14
2135;2135;IKEA;Ledare 403.632.30 LED1722R8;7.5;0;1;2700;600;;90;220-240;;;25000;24;1805;60;50;58;;40363230216339;;Икеа;GU10;Spot;LED;;https://www.ikea.com/ru/ru/catalog/products/40363230/;;399;;7.65;87;723;2694;93.2;61;;;;0.1;;;0.1;33;1;175;1;71;16.05.2018;2232111000;При диммировании цветовая температура падает, как у лампы накаливания;;;;;70;5.0;02135-ikea-ledare-40363230-led1722r8;Spot 600Lm 7.5W 2700K D GU10
2136;2136;IKEA;Ledare 803.617.24 LED1521R6;6;0;1;2700;400;;90;220-240;;;25000;24;1741;49;50;55;;80361724216339;;Икеа;GU10;Spot;LED;;;;299;;6.2;93;463;2735;91.7;56;;;;11;;;11;33;1;111;1;66;16.05.2018;2232111000;;;;;;50;4.8;02136-ikea-ledare-80361724-led1521r6;Spot 400Lm 6W 2700K D GU10
2137;2137;IKEA;Ledare 603.650.92 LED1706X11;11;0;1;2700;1000;;90;220-240;;;25000;24;1804;129;75;40;;60365092216339;;Икеа;GX53;Spot;LED;;https://www.ikea.com/ru/ru/catalog/products/60365092/;;499;;11.38;93;1105;2711;91.9;57;;;;11.8;;;11.8;35;1;167;1;62;16.05.2018;2232111000;При диммировании цветовая температура падает, как у лампы накаливания;;;;;95;4.8;02137-ikea-ledare-60365092-led1706x11;Spot 1000Lm 11W 2700K D GX53
2138;2138;IKEA;Ledare 703.651.00 LED1707X7;7;0;1;2700;600;;90;220-240;;;25000;24;1804;124;75;40;;70365100216339;;Икеа;GX53;Spot;LED;;https://www.ikea.com/ru/ru/catalog/products/70365100/;;399;;7.79;94;680;2709;91.9;58;;;;18.4;;;18.4;34;1;170;1;52;16.05.2018;2232111000;При диммировании цветовая температура падает, как у лампы накаливания;;;;;70;4.8;02138-ikea-ledare-70365100-led1707x7;Spot 600Lm 7W 2700K D GX53
2139;2139;Arlight;021411 RT 2-5000 24V Warm3000 2x (2835, 600 LED, CRI98);13.5;0;;3000;1500;;95;24;;;;36;;;8;1000;;;;;no;Strip;LED;;https://arlight.ru/catalog/otkrytye-rt-24v-120-2835-2x-210/lenta-rt-2-5000-24v-2x-warm3000-2835-600-led-cri98-021411.html;;839;;14.25;;1106;2952;97.6;90;;;;0;;;0;;;;;;16.05.2018;2730000000;;;;;;;4.4;02139-arlight-021411-rt-2-5000-24v-warm3000-2x-2835-600-led-cri98;Strip 1500Lm 13.5W 3000K 24v
2140;2140;Arlight;021410 RT 2-5000 24V Day4000 2x (2835, 600 LED, CRI98);13.5;0;;4000;1500;;95;24;;;;36;;;8;1000;;;;;no;Strip;LED;;https://arlight.ru/catalog/otkrytye-rt-24v-120-2835-2x-210/lenta-rt-2-5000-24v-2x-day-white-2835-600led-cri98-021410.html;;839;;18.22;;1362;3907;97.4;96;;;;0;;;0;;;;;;16.05.2018;2730000000;;;;;;;4.9;02140-arlight-021410-rt-2-5000-24v-day4000-2x-2835-600-led-cri98;Strip 1500Lm 13.5W 4000K 24v
2141;2141;Bellight;LED-M A60 8 W 3000 K E27;8;1;0;3000;720;75;80;220;;;30000;24;1217;42;60;110;;4810053037801;;;E27;Bulb;LED;;http://bel-light.pl;;;1.75;7.42;54;648;2991;81.6;1;;;;0.1;;;0.1;174;1;137;1;66;16.05.2018;2232111000;;;;;;65;4.4;02141-bellight-led-m-a60-8-w-3000-k-e27;Bulb 720Lm 8W 3000K M E27
2142;2142;Bellight;LED-F A60 8 W 3000 K E27;8;0;0;3000;1040;80;80;220;;;30000;24;0317;37;60;109;;4810053038150;;;E27;Bulb;LED;FIL;http://bel-light.pl;;;2.65;7.45;51;852;2936;84.8;18;;;;0.1;;;0.1;292;1;155;3;48;16.05.2018;2232111000;;;;;;80;4.2;02142-bellight-led-f-a60-8-w-3000-k-e27;Bulb 1040Lm 8W 3000K F E27
2143;2143;Bellight;СДЛО.СН-8-830/5А-А60-Е27;8;0;0;3000;800;75;80;220;;;30000;24;1117;37;60;108;;4810053036903;;;E27;Bulb;LED;FIL;http://bel-light.pl;;;5.3;7.45;54;777;2732;82.6;8;;;;0.1;;;0.1;291;1;207;4;45;16.05.2018;2232111000;;;;;;75;4.3;02143-bellight-sdlosn-8-830-5a-a60-e27;Bulb 800Lm 8W 3000K F E27
2144;2144;Bellight;LED-M C37 6W 4000K E14;6;1;0;4000;500;50;80;220-240;;;30000;24;0817;26;37;106;;4810053039515;;;E14;Candle;LED;;http://bel-light.pl;;;2.13;4.02;52;389;4326;73.2;-21;;;;0.2;;;0.2;192;3;90;1;56;16.05.2018;2232111000;;;;;;45;3.0;02144-bellight-led-m-c37-6w-4000k-e14;Candle 500Lm 6W 4000K M E14
2145;2145;Bellight;LED-M C37 5W 3000K E14;5;1;0;3000;350;40;80;220-240;;;30000;24;0817;34;37;108;;4810053037962;;;E14;Candle;LED;;http://bel-light.pl;;;2.13;4.87;54;380;2936;82.8;10;;;;0.2;;;0.2;189;2;136;2;65;16.05.2018;2232111000;;;;;;45;4.5;02145-bellight-led-m-c37-5w-3000k-e14;Candle 350Lm 5W 3000K M E14
2146;2146;Bellight;СДЛО.СН-4-830/5А-B35-E14;4;0;0;3000;440;40;80;220;;;30000;24;0517;16;35;98;;4810053036927;;;E14;Candle;LED;FIL;http://bel-light.pl;;;2.57;4.29;40;484;2977;85.4;20;;;;0.9;;;0.9;277;1;190;3;45;16.05.2018;2232111000;;;;;;55;4.5;02146-bellight-sdlosn-4-830-5a-b35-e14;Candle 440Lm 4W 3000K F E14
2147;2147;Bellight;LED-F C37 3 W 4000 K E14;3;0;0;4000;390;40;80;220;;;30000;24;0917;16;35;99;;4810053039485;;;E14;Candle;LED;FIL;http://bel-light.pl;;;1.45;3.14;39;431;4098;83.9;11;;;;0.6;;;0.6;289;1;180;3;38;16.05.2018;2232111000;;;;;;50;4.5;02147-bellight-led-f-c37-3-w-4000-k-e14;Candle 390Lm 3W 4000K F E14
2148;2148;Bellight;LED-M R50 6 W 3000 K E14;6;1;0;3000;540;50;80;220;;;30000;24;1017;38;50;87;;4810053038013;;;E14;R50;LED;;http://bel-light.pl;;;2.65;5.08;48;425;2932;81.1;2;;;;0.2;;;0.2;126;2;85;1;64;16.05.2018;2232111000;;;;;;70;4.0;02148-bellight-led-m-r50-6-w-3000-k-e14;R50 540Lm 6W 3000K M E14
2149;2149;Bellight;LED-M R50 6 W 4000 K E14;6;1;0;4000;540;50;80;220;;;30000;24;1017;38;50;87;;4810053038020;;;E14;R50;LED;;http://bel-light.pl;;;2.89;5.15;48;489;4263;81.6;1;;;;0.2;;;0.2;126;2;86;1;63;16.05.2018;2232111000;;;;;;80;4.4;02149-bellight-led-m-r50-6-w-4000-k-e14;R50 540Lm 6W 4000K M E14
2150;2150;Horizont;LED-F A60FR 8 W 4000 K E27;8;1;0;4000;1023;75;80;220;;;30000;24;1217;37;60;107;;4810053039973;;;E27;Bulb;LED;FIL;http://brestlamp.by/ru/;;;1.95;7.37;55;876;3980;81.7;7;;;;0;;;0;299;1;213;4;44;16.05.2018;2232111000;;;;;;80;4.3;02150-horizont-led-f-a60fr-8-w-4000-k-e27;Bulb 1023Lm 8W 4000K M F E27
2151;2151;Horizont;LED-F A60FR 6 W 4000 K E27;6;1;0;4000;757;70;80;220;;;30000;24;1217;38;60;107;;4810053039959;;;E27;Bulb;LED;FIL;http://brestlamp.by/ru/;;;1.8;5.62;53;717;3931;81.4;4;;;;0;;;0;295;1;204;4;40;16.05.2018;2232111000;;;;;;70;4.4;02151-horizont-led-f-a60fr-6-w-4000-k-e27;Bulb 757Lm 6W 4000K M F E27
